name	taxonomy_id	taxonomy_lvl	ExtractionBlank_bracken_G.txt_num	ExtractionBlank_bracken_G.txt_frac	Serife-CON1_bracken_G.txt_num	Serife-CON1_bracken_G.txt_frac	Serife-CON2_bracken_G.txt_num	Serife-CON2_bracken_G.txt_frac	Serife-CON3_bracken_G.txt_num	Serife-CON3_bracken_G.txt_frac	Serife-CON4_bracken_G.txt_num	Serife-CON4_bracken_G.txt_frac	Serife-CON5_bracken_G.txt_num	Serife-CON5_bracken_G.txt_frac	Serife-CON6_bracken_G.txt_num	Serife-CON6_bracken_G.txt_frac	Serife-KD1_bracken_G.txt_num	Serife-KD1_bracken_G.txt_frac	Serife-KD2_bracken_G.txt_num	Serife-KD2_bracken_G.txt_frac	Serife-KD3_bracken_G.txt_num	Serife-KD3_bracken_G.txt_frac	Serife-KD4_bracken_G.txt_num	Serife-KD4_bracken_G.txt_frac	Serife-KD5_bracken_G.txt_num	Serife-KD5_bracken_G.txt_frac	Serife-KD6_bracken_G.txt_num	Serife-KD6_bracken_G.txt_frac	Serife-KD7_bracken_G.txt_num	Serife-KD7_bracken_G.txt_frac	Serife-KD8_bracken_G.txt_num	Serife-KD8_bracken_G.txt_frac	Serife-MMKD1_bracken_G.txt_num	Serife-MMKD1_bracken_G.txt_frac	Serife-MMKD2_bracken_G.txt_num	Serife-MMKD2_bracken_G.txt_frac	Serife-MMKD3_bracken_G.txt_num	Serife-MMKD3_bracken_G.txt_frac	Serife-MMKD4_bracken_G.txt_num	Serife-MMKD4_bracken_G.txt_frac	Serife-MMKD5_bracken_G.txt_num	Serife-MMKD5_bracken_G.txt_frac	Serife-MMKD6_bracken_G.txt_num	Serife-MMKD6_bracken_G.txt_frac	Serife-MMKD7_bracken_G.txt_num	Serife-MMKD7_bracken_G.txt_frac	Serife-MMKD8_bracken_G.txt_num	Serife-MMKD8_bracken_G.txt_frac	Serife-SCOP1_bracken_G.txt_num	Serife-SCOP1_bracken_G.txt_frac	Serife-SCOP2_bracken_G.txt_num	Serife-SCOP2_bracken_G.txt_frac	Serife-SCOP3_bracken_G.txt_num	Serife-SCOP3_bracken_G.txt_frac	Serife-SCOP4_bracken_G.txt_num	Serife-SCOP4_bracken_G.txt_frac	Serife-SCOP5_bracken_G.txt_num	Serife-SCOP5_bracken_G.txt_frac	Serife-SCOP6_bracken_G.txt_num	Serife-SCOP6_bracken_G.txt_frac
Camvirus	1982879	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	4	0.00000	1	0.00000	0	0.00000
Skogvirus	2948911	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Tankvirus	1982566	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000
Avocadovirus	2946813	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dismasvirus	2560122	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	1	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	1	0.00000	3	0.00000	0	0.00000	0	0.00000	5	0.00000	1	0.00000	5	0.00000	1	0.00000	4	0.00000	0	0.00000	4	0.00000	1	0.00000
Sugarlandvirus	2560233	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Epseptimavirus	2732017	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	3	0.00000	7	0.00000
Charlievirus	1623280	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	4	0.00000	2	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Manhattanvirus	2733192	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ponsvirus	3044795	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000
Moineauvirus	1623304	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000
Nymphadoravirus	2169636	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tedavirus	2841280	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sarumanvirus	2843450	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	8	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000
Latrobevirus	2843415	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000
Stormageddonvirus	2948914	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Sasdunavirus	3044813	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Skarprettervirus	2733149	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Ilzatvirus	2560150	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	2	0.00000
Daredevilvirus	2733172	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Moabitevirus	2843422	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Miamivirus	3044763	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00001	68	0.00002	0	0.00000	39	0.00001	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Plateaulakevirus	2843436	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	11	0.00000	3	0.00000	4	0.00000	2	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Hemphillvirus	2842725	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Samwavirus	2733208	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000
Schmidtvirus	2948896	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Forzavirus	3044718	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Samsavirus	2948891	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Seussvirus	2733213	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Veravirus	2843112	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Majavirus	2733191	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Moturavirus	2843423	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fukuivirus	2843384	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000
Rhadinovirus	10379	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Batrachovirus	692605	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ostreavirus	548686	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Coccolithovirus	346673	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Yatapoxvirus	10282	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Betafusellovirus	1299307	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aberdnavirus	3044652	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nanovirus	104766	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dependoparvovirus	10803	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphasphaerolipovirus	1714268	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Fibrisoma	861913	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	2	0.00000
Carbonactinospora	2864378	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	2	0.00000	2	0.00000
Akihdevirus	2942978	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Drivevirus	2948684	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	1	0.00000	3	0.00000	2	0.00000	3	0.00000	9	0.00000	36	0.00001	4	0.00000	1	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Kingevirus	2948785	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00000	156	0.00005	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	144	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	193	0.00005	0	0.00000
Pourcelvirus	2842976	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Shizishanvirus	2733148	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Matsuvirus	2842857	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Electravirus	2948693	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Phobosvirus	2943014	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bequatrovirus	1917990	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Lowelvirus	2948806	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	0	0.00000	1	0.00000
Anaposvirus	2733090	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Berlinvirus	2732677	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hautrevirus	2948757	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
